,Line Name,OD340,MOPS[mM],Tricine[mM],H3BO3[mM],Glucose[mM],K2SO4[mM],K2HPO4[mM],FeSO4[mM],NH4Cl[mM],MgCl2[mM],NaCl[mM],(NH4)6Mo7O24[mM],CoCl2[mM],CuSO4[mM],MnSO4[mM],ZnSO4[mM],Kan[g/l],Condition,condition
226,C5.1_WD7_F7-R2,0.5897,40.0,4.0,0.013997,20.0,0.864015,2.643108,0.057202,11.196264,0.248801,395.946558,0.000124,0.001649,0.002606,0.01095,0.000642,0.05,C5.1_WD7_F7,C5.1_WD7_F7
227,C5.1_WD7_F7-R3,0.5857,40.0,4.0,0.013997,20.0,0.864015,2.643108,0.057202,11.196264,0.248801,395.946558,0.000124,0.001649,0.002606,0.01095,0.000642,0.05,C5.1_WD7_F7,C5.1_WD7_F7
228,C5.1_WD8_F8-R1,0.2691,40.0,4.0,0.004271,20.0,0.274219,1.31762,0.010676,8.594093,0.478488,45.121975,3e-05,0.000279,9.5e-05,0.000786,9.1e-05,0.05,C5.1_WD8_F8,C5.1_WD8_F8
229,C5.1_WD8_F8-R2,0.266,40.0,4.0,0.004271,20.0,0.274219,1.31762,0.010676,8.594093,0.478488,45.121975,3e-05,0.000279,9.5e-05,0.000786,9.1e-05,0.05,C5.1_WD8_F8,C5.1_WD8_F8
230,C5.1_WD8_F8-R3,0.2337,40.0,4.0,0.004271,20.0,0.274219,1.31762,0.010676,8.594093,0.478488,45.121975,3e-05,0.000279,9.5e-05,0.000786,9.1e-05,0.05,C5.1_WD8_F8,C5.1_WD8_F8
231,C6.1_WA1_C1-R1,0.0691,40.0,4.0,0.018833,20.0,0.557771,0.479914,0.073016,15.011862,0.039553,662.711937,0.000262,0.002831,0.001193,0.000733,4e-05,0.05,C6.1_WA1_C1,C6.1_WA1_C1
232,C6.1_WA1_C1-R2,0.0657,40.0,4.0,0.018833,20.0,0.557771,0.479914,0.073016,15.011862,0.039553,662.711937,0.000262,0.002831,0.001193,0.000733,4e-05,0.05,C6.1_WA1_C1,C6.1_WA1_C1
233,C6.1_WA1_C1-R3,0.0603,40.0,4.0,0.018833,20.0,0.557771,0.479914,0.073016,15.011862,0.039553,662.711937,0.000262,0.002831,0.001193,0.000733,4e-05,0.05,C6.1_WA1_C1,C6.1_WA1_C1
234,C6.1_WA2_C2-R1,0.4607,40.0,4.0,0.021191,20.0,0.747817,0.700241,0.063038,16.489651,0.105661,470.249173,0.000246,0.002149,0.001422,0.002613,0.000227,0.05,C6.1_WA2_C2,C6.1_WA2_C2
235,C6.1_WA2_C2-R2,0.418,40.0,4.0,0.021191,20.0,0.747817,0.700241,0.063038,16.489651,0.105661,470.249173,0.000246,0.002149,0.001422,0.002613,0.000227,0.05,C6.1_WA2_C2,C6.1_WA2_C2
236,C6.1_WA2_C2-R3,0.42,40.0,4.0,0.021191,20.0,0.747817,0.700241,0.063038,16.489651,0.105661,470.249173,0.000246,0.002149,0.001422,0.002613,0.000227,0.05,C6.1_WA2_C2,C6.1_WA2_C2
237,C6.1_WA3_C3-R1,0.4475,40.0,4.0,0.021624,20.0,0.727774,0.773173,0.059909,17.477056,0.174655,466.016037,0.000256,0.002133,0.001465,0.001416,0.000244,0.05,C6.1_WA3_C3,C6.1_WA3_C3
238,C6.1_WA3_C3-R2,0.4151,40.0,4.0,0.021624,20.0,0.727774,0.773173,0.059909,17.477056,0.174655,466.016037,0.000256,0.002133,0.001465,0.001416,0.000244,0.05,C6.1_WA3_C3,C6.1_WA3_C3
239,C6.1_WA3_C3-R3,0.4003,40.0,4.0,0.021624,20.0,0.727774,0.773173,0.059909,17.477056,0.174655,466.016037,0.000256,0.002133,0.001465,0.001416,0.000244,0.05,C6.1_WA3_C3,C6.1_WA3_C3
240,C6.1_WA4_C4-R1,0.5239,40.0,4.0,0.021366,20.0,0.747545,1.391815,0.060333,17.489119,0.0871,501.897751,0.000254,0.00215,0.001697,0.001366,0.000259,0.05,C6.1_WA4_C4,C6.1_WA4_C4
241,C6.1_WA4_C4-R2,0.5006,40.0,4.0,0.021366,20.0,0.747545,1.391815,0.060333,17.489119,0.0871,501.897751,0.000254,0.00215,0.001697,0.001366,0.000259,0.05,C6.1_WA4_C4,C6.1_WA4_C4
242,C6.1_WA4_C4-R3,0.492,40.0,4.0,0.021366,20.0,0.747545,1.391815,0.060333,17.489119,0.0871,501.897751,0.000254,0.00215,0.001697,0.001366,0.000259,0.05,C6.1_WA4_C4,C6.1_WA4_C4
243,C6.1_WA5_C5-R1,0.5249,40.0,4.0,0.017751,20.0,0.778191,0.888467,0.062766,15.957898,0.130233,489.039394,0.000256,0.002153,0.001151,0.001574,0.000173,0.05,C6.1_WA5_C5,C6.1_WA5_C5
244,C6.1_WA5_C5-R2,0.4603,40.0,4.0,0.017751,20.0,0.778191,0.888467,0.062766,15.957898,0.130233,489.039394,0.000256,0.002153,0.001151,0.001574,0.000173,0.05,C6.1_WA5_C5,C6.1_WA5_C5
245,C6.1_WA5_C5-R3,0.4405,40.0,4.0,0.017751,20.0,0.778191,0.888467,0.062766,15.957898,0.130233,489.039394,0.000256,0.002153,0.001151,0.001574,0.000173,0.05,C6.1_WA5_C5,C6.1_WA5_C5
246,C6.1_WA6_C6-R1,0.4923,40.0,4.0,0.019515,20.0,0.651515,1.259098,0.065078,18.179259,0.191587,501.252245,0.00026,0.002155,0.001462,0.00246,0.000247,0.05,C6.1_WA6_C6,C6.1_WA6_C6
247,C6.1_WA6_C6-R2,0.44,40.0,4.0,0.019515,20.0,0.651515,1.259098,0.065078,18.179259,0.191587,501.252245,0.00026,0.002155,0.001462,0.00246,0.000247,0.05,C6.1_WA6_C6,C6.1_WA6_C6
248,C6.1_WA6_C6-R3,0.4765,40.0,4.0,0.019515,20.0,0.651515,1.259098,0.065078,18.179259,0.191587,501.252245,0.00026,0.002155,0.001462,0.00246,0.000247,0.05,C6.1_WA6_C6,C6.1_WA6_C6
249,C6.1_WA7_C7-R1,0.439,40.0,4.0,0.021766,20.0,0.705353,0.701161,0.061621,17.251398,0.054422,491.164321,0.000246,0.002147,0.001709,0.002308,0.000294,0.05,C6.1_WA7_C7,C6.1_WA7_C7
250,C6.1_WA7_C7-R2,0.4559,40.0,4.0,0.021766,20.0,0.705353,0.701161,0.061621,17.251398,0.054422,491.164321,0.000246,0.002147,0.001709,0.002308,0.000294,0.05,C6.1_WA7_C7,C6.1_WA7_C7
251,C6.1_WA7_C7-R3,0.4496,40.0,4.0,0.021766,20.0,0.705353,0.701161,0.061621,17.251398,0.054422,491.164321,0.000246,0.002147,0.001709,0.002308,0.000294,0.05,C6.1_WA7_C7,C6.1_WA7_C7
252,C6.1_WA8_C8-R1,0.5251,40.0,4.0,0.018474,20.0,0.566979,1.099398,0.059511,16.789564,0.148908,472.86843,0.00026,0.002132,0.001429,0.002461,0.000155,0.05,C6.1_WA8_C8,C6.1_WA8_C8
253,C6.1_WA8_C8-R2,0.512,40.0,4.0,0.018474,20.0,0.566979,1.099398,0.059511,16.789564,0.148908,472.86843,0.00026,0.002132,0.001429,0.002461,0.000155,0.05,C6.1_WA8_C8,C6.1_WA8_C8
254,C6.1_WA8_C8-R3,0.5018,40.0,4.0,0.018474,20.0,0.566979,1.099398,0.059511,16.789564,0.148908,472.86843,0.00026,0.002132,0.001429,0.002461,0.000155,0.05,C6.1_WA8_C8,C6.1_WA8_C8
255,C6.1_WD1_F1-R1,0.0516,40.0,4.0,0.018298,20.0,0.557728,0.479902,0.071367,15.011862,0.039414,662.711936,0.000265,0.002673,0.001118,0.001638,1e-05,0.05,C6.1_WD1_F1,C6.1_WD1_F1
256,C6.1_WD1_F1-R2,0.0488,40.0,4.0,0.018298,20.0,0.557728,0.479902,0.071367,15.011862,0.039414,662.711936,0.000265,0.002673,0.001118,0.001638,1e-05,0.05,C6.1_WD1_F1,C6.1_WD1_F1
257,C6.1_WD1_F1-R3,0.0448,40.0,4.0,0.018298,20.0,0.557728,0.479902,0.071367,15.011862,0.039414,662.711936,0.000265,0.002673,0.001118,0.001638,1e-05,0.05,C6.1_WD1_F1,C6.1_WD1_F1
258,C6.1_WD2_F2-R1,0.4379,40.0,4.0,0.020822,20.0,0.796548,1.01449,0.060333,16.197726,0.0871,499.930374,0.000246,0.00215,0.001158,0.001761,0.000151,0.05,C6.1_WD2_F2,C6.1_WD2_F2
259,C6.1_WD2_F2-R2,0.4717,40.0,4.0,0.020822,20.0,0.796548,1.01449,0.060333,16.197726,0.0871,499.930374,0.000246,0.00215,0.001158,0.001761,0.000151,0.05,C6.1_WD2_F2,C6.1_WD2_F2
260,C6.1_WD2_F2-R3,0.5073,40.0,4.0,0.020822,20.0,0.796548,1.01449,0.060333,16.197726,0.0871,499.930374,0.000246,0.00215,0.001158,0.001761,0.000151,0.05,C6.1_WD2_F2,C6.1_WD2_F2
261,C6.1_WD3_F3-R1,0.4135,40.0,4.0,0.021155,20.0,0.756038,0.720313,0.059491,17.216778,0.133274,482.480012,0.000246,0.002126,0.001294,0.001683,0.000192,0.05,C6.1_WD3_F3,C6.1_WD3_F3
262,C6.1_WD3_F3-R2,0.4244,40.0,4.0,0.021155,20.0,0.756038,0.720313,0.059491,17.216778,0.133274,482.480012,0.000246,0.002126,0.001294,0.001683,0.000192,0.05,C6.1_WD3_F3,C6.1_WD3_F3
263,C6.1_WD3_F3-R3,0.4495,40.0,4.0,0.021155,20.0,0.756038,0.720313,0.059491,17.216778,0.133274,482.480012,0.000246,0.002126,0.001294,0.001683,0.000192,0.05,C6.1_WD3_F3,C6.1_WD3_F3
264,C6.1_WD4_F4-R1,0.4554,40.0,4.0,0.022347,20.0,0.773147,1.225045,0.059989,15.778627,0.204332,469.971834,0.000244,0.002136,0.00137,0.001393,0.000224,0.05,C6.1_WD4_F4,C6.1_WD4_F4
265,C6.1_WD4_F4-R2,0.4721,40.0,4.0,0.022347,20.0,0.773147,1.225045,0.059989,15.778627,0.204332,469.971834,0.000244,0.002136,0.00137,0.001393,0.000224,0.05,C6.1_WD4_F4,C6.1_WD4_F4
266,C6.1_WD4_F4-R3,0.4873,40.0,4.0,0.022347,20.0,0.773147,1.225045,0.059989,15.778627,0.204332,469.971834,0.000244,0.002136,0.00137,0.001393,0.000224,0.05,C6.1_WD4_F4,C6.1_WD4_F4
267,C6.1_WD5_F5-R1,0.4174,40.0,4.0,0.020187,20.0,0.628602,0.714762,0.064923,16.442087,0.071574,488.110934,0.000255,0.002125,0.001648,0.002065,0.0001,0.05,C6.1_WD5_F5,C6.1_WD5_F5
268,C6.1_WD5_F5-R2,0.4368,40.0,4.0,0.020187,20.0,0.628602,0.714762,0.064923,16.442087,0.071574,488.110934,0.000255,0.002125,0.001648,0.002065,0.0001,0.05,C6.1_WD5_F5,C6.1_WD5_F5
269,C6.1_WD5_F5-R3,0.4889,40.0,4.0,0.020187,20.0,0.628602,0.714762,0.064923,16.442087,0.071574,488.110934,0.000255,0.002125,0.001648,0.002065,0.0001,0.05,C6.1_WD5_F5,C6.1_WD5_F5
270,C6.1_WD6_F6-R1,0.4581,40.0,4.0,0.02076,20.0,0.664277,1.136037,0.062187,17.339733,0.157002,471.314512,0.000243,0.002142,0.00157,0.000984,0.000175,0.05,C6.1_WD6_F6,C6.1_WD6_F6
271,C6.1_WD6_F6-R2,0.5169,40.0,4.0,0.02076,20.0,0.664277,1.136037,0.062187,17.339733,0.157002,471.314512,0.000243,0.002142,0.00157,0.000984,0.000175,0.05,C6.1_WD6_F6,C6.1_WD6_F6
272,C6.1_WD6_F6-R3,0.5441,40.0,4.0,0.02076,20.0,0.664277,1.136037,0.062187,17.339733,0.157002,471.314512,0.000243,0.002142,0.00157,0.000984,0.000175,0.05,C6.1_WD6_F6,C6.1_WD6_F6
273,C6.1_WD7_F7-R1,0.4625,40.0,4.0,0.021704,20.0,0.815438,1.224373,0.062374,15.425222,0.095381,505.309732,0.000261,0.002122,0.001375,0.001587,0.00019,0.05,C6.1_WD7_F7,C6.1_WD7_F7
274,C6.1_WD7_F7-R2,0.5023,40.0,4.0,0.021704,20.0,0.815438,1.224373,0.062374,15.425222,0.095381,505.309732,0.000261,0.002122,0.001375,0.001587,0.00019,0.05,C6.1_WD7_F7,C6.1_WD7_F7
275,C6.1_WD7_F7-R3,0.5524,40.0,4.0,0.021704,20.0,0.815438,1.224373,0.062374,15.425222,0.095381,505.309732,0.000261,0.002122,0.001375,0.001587,0.00019,0.05,C6.1_WD7_F7,C6.1_WD7_F7
276,C6.1_WD8_F8-R1,0.2446,40.0,4.0,0.004174,20.0,0.304902,1.283908,0.010501,8.980715,0.476417,47.053347,3.3e-05,0.00033,9.6e-05,0.000784,9.2e-05,0.05,C6.1_WD8_F8,C6.1_WD8_F8
277,C6.1_WD8_F8-R2,0.2542,40.0,4.0,0.004174,20.0,0.304902,1.283908,0.010501,8.980715,0.476417,47.053347,3.3e-05,0.00033,9.6e-05,0.000784,9.2e-05,0.05,C6.1_WD8_F8,C6.1_WD8_F8
278,C6.1_WD8_F8-R3,0.2449,40.0,4.0,0.004174,20.0,0.304902,1.283908,0.010501,8.980715,0.476417,47.053347,3.3e-05,0.00033,9.6e-05,0.000784,9.2e-05,0.05,C6.1_WD8_F8,C6.1_WD8_F8
